"x"
"1"	0.788
"2"	0.785
"3"	0.75
"4"	0.9
"5"	0.798
"6"	0.618
"7"	0.759
"8"	0.669
"9"	0.756
"10"	0.609
"11"	0.741
"12"	0.753
"13"	0.908
"14"	0.708
"15"	1.046
"16"	0.908
"17"	1.011
"18"	0.827
"19"	0.828
"20"	0.837
"21"	0.91
"22"	0.935
"23"	1.041
"24"	0.861
"25"	1.003
"26"	1.047
"27"	0.837
"28"	1.174
"29"	1.206
"30"	1.162
"31"	1.655
"32"	1.391
"33"	1.496
"34"	1.553
"35"	1.844
"36"	1.527
"37"	1.508
"38"	1.575
"39"	1.306
"40"	1.274
"41"	1.601
"42"	1.49
"43"	1.498
"44"	1.781
"45"	1.373
"46"	1.309
"47"	1.359
"48"	1.431
"49"	1.288
"50"	1.348
"51"	1.499
"52"	1.386
"53"	1.349
"54"	1.429
"55"	1.589
"56"	1.527
"57"	1.407
"58"	1.621
"59"	1.679
"60"	1.651
"61"	1.313
"62"	1.133
"63"	1.61
"64"	1.831
"65"	1.599
"66"	1.675
"67"	1.748
"68"	1.76
"69"	1.478
"70"	1.541
"71"	1.751
"72"	1.536
"73"	1.58
"74"	1.809
"75"	1.506
"76"	1.586
"77"	1.656
"78"	1.525
"79"	2.013
"80"	1.733
"81"	1.588
"82"	1.467
"83"	1.476
"84"	1.563
"85"	1.604
"86"	1.673
"87"	1.609
"88"	1.349
"89"	1.504
"90"	1.484
"91"	1.734
"92"	1.545
"93"	1.566
"94"	1.845
"95"	1.522
"96"	1.599
"97"	1.573
"98"	1.583
"99"	1.656
"100"	1.5
