"x"
"1"	1.062
"2"	0.894
"3"	1.265
"4"	0.885
"5"	1.046
"6"	1.048
"7"	0.924
"8"	1.267
"9"	0.976
"10"	1.038
"11"	1.061
"12"	1.088
"13"	1.229
"14"	1.201
"15"	1.034
"16"	1.159
"17"	1.061
"18"	1.083
"19"	1.289
"20"	1.215
"21"	1.147
"22"	1.133
"23"	1.4
"24"	1.049
"25"	1.146
"26"	1.11
"27"	1.132
"28"	1.184
"29"	1.341
"30"	1.229
"31"	1.149
"32"	1.093
"33"	1.115
"34"	1.134
"35"	1.063
"36"	1.109
"37"	1.204
"38"	1.217
"39"	1.136
"40"	0.99
"41"	1.138
"42"	1.287
"43"	1.306
"44"	1.187
"45"	1.222
"46"	1.168
"47"	1.187
"48"	1.233
"49"	1.333
"50"	1.414
"51"	1.301
"52"	1.303
"53"	1.229
"54"	1.311
"55"	1.235
"56"	1.186
"57"	1.149
"58"	1.22
"59"	1.263
"60"	1.229
"61"	1.206
"62"	1.236
"63"	1.346
"64"	1.362
"65"	1.186
"66"	1.198
"67"	1.298
"68"	1.271
"69"	1.059
"70"	1.5
"71"	1.412
"72"	1.517
"73"	1.469
"74"	1.363
"75"	1.33
"76"	1.178
"77"	1.414
"78"	1.237
"79"	1.219
"80"	1.202
"81"	1.243
"82"	1.25
"83"	1.166
"84"	1.312
"85"	1.12
"86"	1.109
"87"	1.172
"88"	1.077
"89"	1.18
"90"	1.303
"91"	1.288
"92"	1.17
"93"	1.194
"94"	1.018
"95"	1.104
"96"	1.112
"97"	1.269
"98"	1.113
"99"	1.061
"100"	1.167
