"x"
"1"	0.999
"2"	0.779
"3"	0.914
"4"	1.079
"5"	1.342
"6"	1.061
"7"	0.992
"8"	1.012
"9"	0.98
"10"	1.221
"11"	1.101
"12"	1.069
"13"	1.006
"14"	0.927
"15"	0.766
"16"	0.691
"17"	1.106
"18"	0.619
"19"	0.839
"20"	0.961
"21"	0.747
"22"	0.817
"23"	0.764
"24"	0.857
"25"	0.798
"26"	0.682
"27"	1.008
"28"	0.944
"29"	0.847
"30"	0.706
"31"	0.85
"32"	0.997
"33"	0.856
"34"	0.865
"35"	0.995
"36"	0.767
"37"	0.988
"38"	0.861
"39"	0.776
"40"	0.792
"41"	0.95
"42"	0.857
"43"	0.913
"44"	0.938
"45"	1.064
"46"	0.842
"47"	0.817
"48"	0.903
"49"	0.949
"50"	0.808
"51"	1.023
"52"	0.923
"53"	0.821
"54"	0.662
"55"	0.84
"56"	0.87
"57"	0.77
"58"	0.666
"59"	0.737
"60"	0.846
"61"	0.757
"62"	0.776
"63"	0.752
"64"	0.931
"65"	1.002
"66"	0.763
"67"	0.663
"68"	0.761
"69"	0.74
"70"	0.732
"71"	0.957
"72"	1.084
"73"	0.744
"74"	0.797
"75"	0.87
"76"	0.899
"77"	0.987
"78"	0.874
"79"	1.001
"80"	1.12
"81"	1.089
"82"	0.824
"83"	0.823
"84"	0.876
"85"	0.698
"86"	0.753
"87"	0.844
"88"	0.739
"89"	0.875
"90"	0.746
"91"	0.86
"92"	1.015
"93"	0.88
"94"	1.094
"95"	0.839
"96"	0.817
"97"	0.914
"98"	0.804
"99"	0.951
"100"	1.043
