"HL"	"HC1"	"HC2"	"dc"	"LC1"	"LC2"	"id"
"51"	-60.9726578125282	72.0846529435381	114.808228041173	16.6894285394271	124.830522645074	85.1221765201694	"51"
"52"	-55.707144603096	72.830932341135	115.875005215437	16.7686611867533	123.22494024153	84.6376876380119	"52"
"53"	-56.956659138479	74.4154106540531	113.076205156978	16.6583576589997	119.304577938856	84.4265189572105	"53"
"54"	-58.0205218873924	73.626932638723	116.880440679666	16.7701155675267	123.154706643264	86.1010963266183	"54"
"55"	-58.6162268530169	75.0562333346952	116.637147522031	16.5226490510549	122.560186301906	84.9183881374974	"55"
"56"	-52.0253239367282	74.1515489835485	115.871683777309	16.663259028451	119.692238449074	86.3651669222668	"56"
"57"	-57.409561455005	72.8502538169783	116.015893102832	16.3447159882842	121.175507852917	85.9531033836842	"57"
"58"	-55.0970048536599	74.7844149511681	116.408199666454	16.6717306406061	120.784390590178	85.4501056816655	"58"
"59"	-54.8204273532177	70.7549799431933	119.012480996748	17.25264016565	121.225175611713	87.1294400413018	"59"
"60"	-55.7781742144087	74.6909613338916	117.55181466857	16.6792085925874	123.262484527877	87.5480272845525	"60"
"61"	-55.1705679433674	74.856121829139	115.93357678963	16.7518712291908	121.274016997285	87.7682538741064	"61"
"62"	-56.876898837857	73.7139779302858	118.195601789671	16.7934270452372	122.522395286958	86.1049770408896	"62"
"63"	-56.7461810758085	74.6656768356134	117.187915471834	16.625815629404	121.387224123027	86.7616019183266	"63"
"64"	-58.6732790447301	74.3077028301807	117.661606199015	16.6681064760835	120.852257353573	84.6255949210556	"64"
"65"	-59.7074723060049	74.5266376152096	116.654560117242	16.4229372517434	122.313321281249	84.730684035683	"65"
"66"	-58.5461802837272	74.3386219833587	117.306931906108	16.5867419435109	120.954269726211	85.995217409589	"66"
"67"	-53.3881737064069	73.121495310145	121.557044112025	16.7610649955873	122.505542360836	87.6524395451665	"67"
"68"	-53.0532035577498	72.8509167773573	122.253554870297	17.1836648115435	123.551113426369	87.8143328592629	"68"
"69"	-58.8673872910483	72.5441356726706	119.680613588066	16.5044188507688	124.170154178684	86.0057404494298	"69"
"70"	-50.5284901900132	74.4643515977809	118.628481623591	16.913086603678	120.908714834763	87.6476915268157	"70"
"71"	-54.4895172564236	72.5353670722271	117.350456856675	17.3269102191714	124.786385881195	87.5606820522383	"71"
"72"	-55.4721454164349	73.6148113176987	120.911689791456	16.6760569434899	123.586440703711	85.4670483107384	"72"
"73"	-54.3880303489612	73.3901736200223	117.432730651266	16.7085104550821	122.545540176543	83.8436763603464	"73"
"74"	-54.8701194596483	72.4366153344768	118.221592483604	17.2994739303211	124.876859101672	87.167021400837	"74"
"75"	-56.5691795278875	74.1032377820497	120.398435553839	16.6370739329388	121.674846133365	87.2158186887241	"75"
"76"	-59.3626804226425	73.2100304752048	114.694542768134	16.5463342544452	121.744572809035	86.0331374213669	"76"
"77"	-56.0796830493699	75.5453826114402	120.579205508425	16.9867242385135	121.493097501416	84.5549299925914	"77"
"78"	-56.606793810684	72.6846950450505	118.544078709887	16.7472183116262	121.380783629612	85.4566612845251	"78"
"79"	-57.8401106797969	73.0119168666231	118.515611804367	16.6447964898843	122.864668866669	82.3617569291985	"79"
"80"	-55.5905526415159	75.8004585574935	119.842548653204	16.6235405818336	121.385629857714	87.5264061510415	"80"
"81"	-59.3734946321413	72.543002032264	118.733882488473	16.7310472175944	120.444361120404	84.1959564386581	"81"
"82"	-60.3144433553872	74.381350868924	117.65194914425	16.1980794292091	120.36283147896	84.8645282316664	"82"
"83"	-59.9854089037762	72.9108478096132	117.885847195013	16.6355105590556	122.275504646219	84.1905774212912	"83"
"84"	-54.9175730269452	72.5215381369083	117.673899626663	17.3223036810856	122.922624998608	85.4383647087557	"84"
"85"	-57.8363577022954	72.9657034713182	115.774467179847	16.3768206746944	123.118368995511	85.8738607614078	"85"
"86"	-58.9593689061657	72.6684721492505	118.289225371678	16.5240537494193	121.253716533405	84.7790001361044	"86"
"87"	-57.2631379682935	72.4632540370244	116.422700030691	16.567912266042	124.490661371086	86.0885151641845	"87"
"88"	-58.304340851206	72.7677576024964	114.523150279567	16.5199629950832	121.102384615061	85.7519396775013	"88"
"89"	-58.6126275998104	73.8740800439463	115.648608099157	16.5543732153177	121.875222794151	85.1447524270339	"89"
"90"	-63.8013557410376	73.0158630274451	115.890823367332	16.4538344201104	123.555186329606	83.4823606915795	"90"
"91"	-58.6793640971417	73.0575088885777	113.870639724632	16.3773011078225	121.020574465622	83.3439788901812	"91"
"92"	-55.6647918674025	74.692543755957	115.182967124186	16.5751220814726	120.076018900502	84.6836384118067	"92"
"93"	-59.3168043301121	72.1818405356286	117.225232845801	16.8616666836993	121.302985594483	83.0768427454737	"93"
"94"	-58.9229124685665	71.420633968637	116.643668831981	16.9086313185135	123.626107733191	86.46167850422	"94"
"95"	-55.2165667793169	72.427018933406	118.500079285025	16.3624534277304	123.970084094354	85.1305668658379	"95"
"96"	-57.5360058635182	75.2869858094284	115.538797471573	16.2787493208845	121.376832590605	86.3071577941508	"96"
"97"	-62.1138565922818	74.8367864796876	112.838048408091	16.1983704358275	119.047420654689	82.7040782866279	"97"
"98"	-60.0348724556385	70.4413600945079	117.780117042272	16.4736978489465	123.968262594691	86.4036385015154	"98"
"99"	-57.6377313548885	73.8588116044707	117.34668208321	16.5574099174311	121.935828419889	85.0321779390917	"99"
"100"	-57.6649432940512	72.3088403786117	118.156344712238	16.3737487847811	118.626253578095	84.2574423157885	"100"
