"x"
"1"	1.006
"2"	0.897
"3"	1.098
"4"	1.07
"5"	0.971
"6"	1.087
"7"	0.887
"8"	0.982
"9"	1.04
"10"	1.04
"11"	1.243
"12"	1.219
"13"	1.292
"14"	1.286
"15"	1.116
"16"	1.094
"17"	1.208
"18"	1.203
"19"	1.298
"20"	1.192
"21"	1.298
"22"	1.261
"23"	1.423
"24"	1.278
"25"	1.24
"26"	1.357
"27"	1.299
"28"	1.462
"29"	1.727
"30"	1.564
"31"	1.359
"32"	1.27
"33"	1.095
"34"	1.3
"35"	1.127
"36"	1.158
"37"	1.216
"38"	1.286
"39"	1.345
"40"	1.124
"41"	1.195
"42"	1.443
"43"	1.363
"44"	1.343
"45"	1.406
"46"	1.446
"47"	1.477
"48"	1.465
"49"	1.61
"50"	1.724
"51"	1.515
"52"	1.421
"53"	1.461
"54"	1.574
"55"	1.559
"56"	1.353
"57"	1.373
"58"	1.392
"59"	1.416
"60"	1.624
"61"	1.403
"62"	1.513
"63"	1.652
"64"	1.599
"65"	1.434
"66"	1.477
"67"	1.512
"68"	1.356
"69"	1.228
"70"	1.733
"71"	1.762
"72"	1.865
"73"	1.719
"74"	1.552
"75"	1.539
"76"	1.402
"77"	1.576
"78"	1.367
"79"	1.275
"80"	1.236
"81"	1.351
"82"	1.352
"83"	1.393
"84"	1.468
"85"	1.339
"86"	1.317
"87"	1.315
"88"	1.256
"89"	1.434
"90"	1.49
"91"	1.573
"92"	1.32
"93"	1.329
"94"	1.137
"95"	1.305
"96"	1.289
"97"	1.272
"98"	1.078
"99"	1.131
"100"	1.005
